support,itemsets
0.012265031329156113,"frozenset({'green tea', 'tomatoes'})"
0.005999200106652446,"frozenset({'low fat yogurt', 'tomatoes'})"
0.005465937874950006,"frozenset({'tomatoes', 'escalope'})"
0.009332089054792695,"frozenset({'spaghetti', 'tomatoes', 'mineral water'})"
0.005065991201173177,"frozenset({'mineral water', 'eggs', 'tomatoes'})"
0.006665777896280496,"frozenset({'spaghetti', 'tomatoes', 'frozen vegetables'})"
0.005865884548726837,"frozenset({'mineral water', 'tomatoes', 'frozen vegetables'})"
0.006532462338354886,"frozenset({'mineral water', 'tomatoes', 'milk'})"
0.005865884548726837,"frozenset({'spaghetti', 'tomatoes', 'milk'})"
0.0041327822956939075,"frozenset({'milk', 'tomatoes', 'frozen vegetables'})"
0.005732568990801226,"frozenset({'mineral water', 'tomatoes', 'chocolate'})"
0.004932675643247567,"frozenset({'spaghetti', 'tomatoes', 'chocolate'})"
0.005599253432875617,"frozenset({'spaghetti', 'ground beef', 'tomatoes'})"
0.005465937874950006,"frozenset({'mineral water', 'ground beef', 'tomatoes'})"
0.004666044527396347,"frozenset({'mineral water', 'pancakes', 'tomatoes'})"
0.008798826823090255,"frozenset({'mineral water', 'fresh tuna'})"
0.006799093454206106,"frozenset({'spaghetti', 'fresh tuna'})"
0.005865884548726837,"frozenset({'fresh tuna', 'eggs'})"
0.0041327822956939075,"frozenset({'fresh tuna', 'frozen vegetables'})"
0.004799360085321957,"frozenset({'fresh tuna', 'milk'})"
0.004799360085321957,"frozenset({'fresh tuna', 'chocolate'})"
0.005065991201173177,"frozenset({'fresh tuna', 'pancakes'})"
0.005332622317024397,"frozenset({'mineral water', 'black tea'})"
0.004932675643247567,"frozenset({'eggs', 'black tea'})"
0.004532728969470737,"frozenset({'spaghetti', 'black tea'})"
0.004266097853619517,"frozenset({'milk', 'black tea'})"
0.005732568990801226,"frozenset({'mineral water', 'extra dark chocolate'})"
0.0041327822956939075,"frozenset({'spaghetti', 'extra dark chocolate'})"
0.007732302359685375,"frozenset({'mineral water', 'protein bar'})"
0.005065991201173177,"frozenset({'spaghetti', 'protein bar'})"
0.007065724570057326,"frozenset({'red wine', 'eggs'})"
0.004932675643247567,"frozenset({'red wine', 'chocolate'})"
0.010931875749900012,"frozenset({'mineral water', 'red wine'})"
0.004799360085321957,"frozenset({'red wine', 'ground beef'})"
0.010265297960271964,"frozenset({'spaghetti', 'red wine'})"
0.004666044527396347,"frozenset({'green tea', 'red wine'})"
0.005332622317024397,"frozenset({'french fries', 'red wine'})"
0.006399146780429276,"frozenset({'pepper', 'chocolate'})"
0.004666044527396347,"frozenset({'pepper', 'eggs'})"
0.009865351286495135,"frozenset({'spaghetti', 'pepper'})"
0.008265564591387815,"frozenset({'mineral water', 'pepper'})"
0.004799360085321957,"frozenset({'pepper', 'pancakes'})"
0.005199306759098787,"frozenset({'green tea', 'pepper'})"
0.006532462338354886,"frozenset({'pepper', 'ground beef'})"
0.005065991201173177,"frozenset({'pepper', 'milk'})"
0.005065991201173177,"frozenset({'shrimp', 'pasta'})"
0.005865884548726837,"frozenset({'escalope', 'pasta'})"
0.007732302359685375,"frozenset({'mineral water', 'rice'})"
0.005332622317024397,"frozenset({'rice', 'chocolate'})"
0.005065991201173177,"frozenset({'spaghetti', 'rice'})"
0.004799360085321957,"frozenset({'rice', 'french fries'})"
0.004399413411545127,"frozenset({'rice', 'ground beef'})"
0.03372883615517931,"frozenset({'mineral water', 'pancakes'})"
0.025196640447940274,"frozenset({'spaghetti', 'pancakes'})"
0.01639781362485002,"frozenset({'green tea', 'pancakes'})"
0.020130649246767097,"frozenset({'french fries', 'pancakes'})"
0.021730435941874418,"frozenset({'eggs', 'pancakes'})"
0.01986401813091588,"frozenset({'pancakes', 'chocolate'})"
0.01653112918277563,"frozenset({'pancakes', 'milk'})"
0.013464871350486601,"frozenset({'pancakes', 'frozen vegetables'})"
0.014531395813891481,"frozenset({'ground beef', 'pancakes'})"
0.011465137981602452,"frozenset({'mineral water', 'spaghetti', 'pancakes'})"
0.005732568990801226,"frozenset({'mineral water', 'green tea', 'pancakes'})"
0.004932675643247567,"frozenset({'spaghetti', 'green tea', 'pancakes'})"
0.004532728969470737,"frozenset({'french fries', 'pancakes', 'green tea'})"
0.004266097853619517,"frozenset({'green tea', 'pancakes', 'chocolate'})"
0.004799360085321957,"frozenset({'french fries', 'eggs', 'pancakes'})"
0.006532462338354886,"frozenset({'mineral water', 'french fries', 'pancakes'})"
0.005732568990801226,"frozenset({'spaghetti', 'french fries', 'pancakes'})"
0.007865617917610986,"frozenset({'mineral water', 'eggs', 'pancakes'})"
0.006665777896280496,"frozenset({'spaghetti', 'eggs', 'pancakes'})"
0.009332089054792695,"frozenset({'mineral water', 'pancakes', 'chocolate'})"
0.006799093454206106,"frozenset({'spaghetti', 'pancakes', 'chocolate'})"
0.005599253432875617,"frozenset({'eggs', 'pancakes', 'chocolate'})"
0.005465937874950006,"frozenset({'french fries', 'pancakes', 'chocolate'})"
0.007865617917610986,"frozenset({'mineral water', 'pancakes', 'milk'})"
0.004932675643247567,"frozenset({'spaghetti', 'pancakes', 'milk'})"
0.004799360085321957,"frozenset({'milk', 'pancakes', 'chocolate'})"
0.004666044527396347,"frozenset({'eggs', 'pancakes', 'milk'})"
0.0061325156645780565,"frozenset({'mineral water', 'pancakes', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'spaghetti', 'pancakes', 'frozen vegetables'})"
0.007465671243834155,"frozenset({'mineral water', 'ground beef', 'pancakes'})"
0.006399146780429276,"frozenset({'spaghetti', 'ground beef', 'pancakes'})"
0.009198773496867084,"frozenset({'spaghetti', 'ham'})"
0.009198773496867084,"frozenset({'mineral water', 'ham'})"
0.004932675643247567,"frozenset({'green tea', 'ham'})"
0.004532728969470737,"frozenset({'ham', 'pancakes'})"
0.006265831222503666,"frozenset({'ham', 'chocolate'})"
0.006265831222503666,"frozenset({'ham', 'eggs'})"
0.005599253432875617,"frozenset({'ham', 'burgers'})"
0.005599253432875617,"frozenset({'french fries', 'ham'})"
0.004932675643247567,"frozenset({'ham', 'milk'})"
0.004932675643247567,"frozenset({'ham', 'ground beef'})"
0.004266097853619517,"frozenset({'ham', 'whole wheat rice'})"
0.0041327822956939075,"frozenset({'mineral water', 'body spray'})"
0.004266097853619517,"frozenset({'french fries', 'body spray'})"
0.005465937874950006,"frozenset({'burgers', 'grated cheese'})"
0.004399413411545127,"frozenset({'shrimp', 'grated cheese'})"
0.004399413411545127,"frozenset({'tomatoes', 'grated cheese'})"
0.0174643380882549,"frozenset({'mineral water', 'grated cheese'})"
0.01653112918277563,"frozenset({'spaghetti', 'grated cheese'})"
0.011331822423676844,"frozenset({'ground beef', 'grated cheese'})"
0.009065457938941474,"frozenset({'eggs', 'grated cheese'})"
0.010398613518197574,"frozenset({'french fries', 'grated cheese'})"
0.007865617917610986,"frozenset({'green tea', 'grated cheese'})"
0.006265831222503666,"frozenset({'olive oil', 'grated cheese'})"
0.004799360085321957,"frozenset({'cake', 'grated cheese'})"
0.007865617917610986,"frozenset({'milk', 'grated cheese'})"
0.010931875749900012,"frozenset({'grated cheese', 'chocolate'})"
0.004932675643247567,"frozenset({'turkey', 'grated cheese'})"
0.004532728969470737,"frozenset({'whole wheat rice', 'grated cheese'})"
0.006799093454206106,"frozenset({'grated cheese', 'frozen vegetables'})"
0.004266097853619517,"frozenset({'chicken', 'grated cheese'})"
0.005599253432875617,"frozenset({'low fat yogurt', 'grated cheese'})"
0.004799360085321957,"frozenset({'escalope', 'grated cheese'})"
0.006932409012131715,"frozenset({'pancakes', 'grated cheese'})"
0.006265831222503666,"frozenset({'mineral water', 'spaghetti', 'grated cheese'})"
0.005332622317024397,"frozenset({'spaghetti', 'ground beef', 'grated cheese'})"
0.005065991201173177,"frozenset({'mineral water', 'ground beef', 'grated cheese'})"
0.004399413411545127,"frozenset({'mineral water', 'eggs', 'grated cheese'})"
0.004266097853619517,"frozenset({'spaghetti', 'eggs', 'grated cheese'})"
0.004532728969470737,"frozenset({'white wine', 'spaghetti'})"
0.004399413411545127,"frozenset({'mineral water', 'white wine'})"
0.009198773496867084,"frozenset({'fresh bread', 'milk'})"
0.009065457938941474,"frozenset({'spaghetti', 'fresh bread'})"
0.013331555792560993,"frozenset({'mineral water', 'fresh bread'})"
0.009465404612718305,"frozenset({'fresh bread', 'chocolate'})"
0.008265564591387815,"frozenset({'french fries', 'fresh bread'})"
0.006799093454206106,"frozenset({'fresh bread', 'frozen vegetables'})"
0.005332622317024397,"frozenset({'fresh bread', 'pancakes'})"
0.005199306759098787,"frozenset({'fresh bread', 'chicken'})"
0.004666044527396347,"frozenset({'fresh bread', 'tomatoes'})"
0.008665511265164644,"frozenset({'fresh bread', 'eggs'})"
0.0061325156645780565,"frozenset({'fresh bread', 'ground beef'})"
0.005065991201173177,"frozenset({'olive oil', 'fresh bread'})"
0.004399413411545127,"frozenset({'fresh bread', 'cake'})"
0.004266097853619517,"frozenset({'low fat yogurt', 'fresh bread'})"
0.006399146780429276,"frozenset({'green tea', 'fresh bread'})"
0.004266097853619517,"frozenset({'fresh bread', 'frozen smoothie'})"
0.005199306759098787,"frozenset({'fresh bread', 'shrimp'})"
0.006799093454206106,"frozenset({'parmesan cheese', 'spaghetti'})"
0.005465937874950006,"frozenset({'parmesan cheese', 'frozen vegetables'})"
0.004666044527396347,"frozenset({'mineral water', 'parmesan cheese'})"
0.004266097853619517,"frozenset({'parmesan cheese', 'chocolate'})"
0.004532728969470737,"frozenset({'parmesan cheese', 'eggs'})"
0.040927876283162246,"frozenset({'mineral water', 'ground beef'})"
0.03919477403012932,"frozenset({'spaghetti', 'ground beef'})"
0.021997067057725635,"frozenset({'ground beef', 'milk'})"
0.023063591521130515,"frozenset({'ground beef', 'chocolate'})"
0.014798026929742702,"frozenset({'green tea', 'ground beef'})"
0.019997333688841486,"frozenset({'eggs', 'ground beef'})"
0.01386481802426343,"frozenset({'french fries', 'ground beef'})"
0.017064391414478068,"frozenset({'mineral water', 'spaghetti', 'ground beef'})"
0.011065191307825623,"frozenset({'mineral water', 'ground beef', 'milk'})"
0.009732035728569524,"frozenset({'spaghetti', 'ground beef', 'milk'})"
0.0061325156645780565,"frozenset({'milk', 'ground beef', 'chocolate'})"
0.004399413411545127,"frozenset({'mineral water', 'spaghetti', 'ground beef', 'milk'})"
0.010931875749900012,"frozenset({'mineral water', 'ground beef', 'chocolate'})"
0.009198773496867084,"frozenset({'spaghetti', 'ground beef', 'chocolate'})"
0.006399146780429276,"frozenset({'spaghetti', 'green tea', 'ground beef'})"
0.005199306759098787,"frozenset({'mineral water', 'green tea', 'ground beef'})"
0.006532462338354886,"frozenset({'eggs', 'ground beef', 'chocolate'})"
0.010131982402346354,"frozenset({'mineral water', 'eggs', 'ground beef'})"
0.008932142381015865,"frozenset({'spaghetti', 'eggs', 'ground beef'})"
0.005865884548726837,"frozenset({'eggs', 'ground beef', 'milk'})"
0.005599253432875617,"frozenset({'spaghetti', 'french fries', 'ground beef'})"
0.005332622317024397,"frozenset({'mineral water', 'french fries', 'ground beef'})"
0.017064391414478068,"frozenset({'mineral water', 'escalope'})"
0.013998133582189041,"frozenset({'spaghetti', 'escalope'})"
0.008265564591387815,"frozenset({'ground beef', 'escalope'})"
0.007732302359685375,"frozenset({'escalope', 'milk'})"
0.007598986801759766,"frozenset({'escalope', 'frozen vegetables'})"
0.01639781362485002,"frozenset({'french fries', 'escalope'})"
0.007065724570057326,"frozenset({'burgers', 'escalope'})"
0.01759765364618051,"frozenset({'escalope', 'chocolate'})"
0.011065191307825623,"frozenset({'eggs', 'escalope'})"
0.008932142381015865,"frozenset({'green tea', 'escalope'})"
0.0041327822956939075,"frozenset({'cake', 'escalope'})"
0.005865884548726837,"frozenset({'pancakes', 'escalope'})"
0.005599253432875617,"frozenset({'mineral water', 'escalope', 'chocolate'})"
0.004799360085321957,"frozenset({'mineral water', 'spaghetti', 'escalope'})"
0.004399413411545127,"frozenset({'spaghetti', 'escalope', 'chocolate'})"
0.005199306759098787,"frozenset({'french fries', 'escalope', 'chocolate'})"
0.017064391414478068,"frozenset({'mineral water', 'herb & pepper'})"
0.015997866951073192,"frozenset({'ground beef', 'herb & pepper'})"
0.006532462338354886,"frozenset({'herb & pepper', 'grated cheese'})"
0.004399413411545127,"frozenset({'herb & pepper', 'tomatoes'})"
0.012531662445007332,"frozenset({'eggs', 'herb & pepper'})"
0.005332622317024397,"frozenset({'cooking oil', 'herb & pepper'})"
0.0041327822956939075,"frozenset({'burgers', 'herb & pepper'})"
0.01626449806692441,"frozenset({'spaghetti', 'herb & pepper'})"
0.007065724570057326,"frozenset({'shrimp', 'herb & pepper'})"
0.005065991201173177,"frozenset({'olive oil', 'herb & pepper'})"
0.004799360085321957,"frozenset({'turkey', 'herb & pepper'})"
0.009198773496867084,"frozenset({'herb & pepper', 'milk'})"
0.004532728969470737,"frozenset({'cake', 'herb & pepper'})"
0.007332355685908546,"frozenset({'pancakes', 'herb & pepper'})"
0.006399146780429276,"frozenset({'green tea', 'herb & pepper'})"
0.005865884548726837,"frozenset({'low fat yogurt', 'herb & pepper'})"
0.006932409012131715,"frozenset({'french fries', 'herb & pepper'})"
0.005999200106652446,"frozenset({'herb & pepper', 'frozen vegetables'})"
0.004932675643247567,"frozenset({'herb & pepper', 'chicken'})"
0.009065457938941474,"frozenset({'herb & pepper', 'chocolate'})"
0.006665777896280496,"frozenset({'mineral water', 'ground beef', 'herb & pepper'})"
0.006399146780429276,"frozenset({'spaghetti', 'ground beef', 'herb & pepper'})"
0.005332622317024397,"frozenset({'mineral water', 'eggs', 'herb & pepper'})"
0.004799360085321957,"frozenset({'spaghetti', 'eggs', 'herb & pepper'})"
0.0041327822956939075,"frozenset({'eggs', 'herb & pepper', 'ground beef'})"
0.005999200106652446,"frozenset({'mineral water', 'spaghetti', 'herb & pepper'})"
0.0041327822956939075,"frozenset({'mineral water', 'herb & pepper', 'milk'})"
0.006265831222503666,"frozenset({'tomato sauce', 'spaghetti'})"
0.005732568990801226,"frozenset({'mineral water', 'tomato sauce'})"
0.005332622317024397,"frozenset({'tomato sauce', 'ground beef'})"
0.005065991201173177,"frozenset({'tomato sauce', 'chocolate'})"
0.005732568990801226,"frozenset({'french fries', 'strawberries'})"
0.005065991201173177,"frozenset({'mineral water', 'strawberries'})"
0.0041327822956939075,"frozenset({'spaghetti', 'strawberries'})"
0.027463004932675644,"frozenset({'mineral water', 'cake'})"
0.019064124783362217,"frozenset({'cake', 'eggs'})"
0.01786428476203173,"frozenset({'french fries', 'cake'})"
0.018130915877882948,"frozenset({'spaghetti', 'cake'})"
0.008132249033462205,"frozenset({'cake', 'ground beef'})"
0.013598186908412212,"frozenset({'cake', 'chocolate'})"
0.013331555792560993,"frozenset({'cake', 'milk'})"
0.011465137981602452,"frozenset({'cake', 'burgers'})"
0.014131449140114652,"frozenset({'green tea', 'cake'})"
0.010265297960271964,"frozenset({'cake', 'frozen vegetables'})"
0.011865084655379284,"frozenset({'cake', 'pancakes'})"
0.007199040127982935,"frozenset({'mineral water', 'cake', 'eggs'})"
0.004532728969470737,"frozenset({'french fries', 'cake', 'eggs'})"
0.006399146780429276,"frozenset({'mineral water', 'french fries', 'cake'})"
0.007065724570057326,"frozenset({'mineral water', 'spaghetti', 'cake'})"
0.004799360085321957,"frozenset({'spaghetti', 'cake', 'eggs'})"
0.005599253432875617,"frozenset({'mineral water', 'cake', 'chocolate'})"
0.005199306759098787,"frozenset({'spaghetti', 'cake', 'chocolate'})"
0.004266097853619517,"frozenset({'chocolate', 'cake', 'eggs'})"
0.006399146780429276,"frozenset({'mineral water', 'cake', 'milk'})"
0.0041327822956939075,"frozenset({'spaghetti', 'cake', 'milk'})"
0.0041327822956939075,"frozenset({'milk', 'cake', 'eggs'})"
0.004799360085321957,"frozenset({'mineral water', 'cake', 'burgers'})"
0.004399413411545127,"frozenset({'french fries', 'cake', 'green tea'})"
0.0041327822956939075,"frozenset({'mineral water', 'green tea', 'cake'})"
0.004799360085321957,"frozenset({'mineral water', 'cake', 'frozen vegetables'})"
0.0041327822956939075,"frozenset({'mineral water', 'cake', 'pancakes'})"
0.0041327822956939075,"frozenset({'spaghetti', 'cake', 'pancakes'})"
0.007332355685908546,"frozenset({'french fries', 'hot dogs'})"
0.006665777896280496,"frozenset({'green tea', 'hot dogs'})"
0.004266097853619517,"frozenset({'hot dogs', 'pancakes'})"
0.005465937874950006,"frozenset({'hot dogs', 'chocolate'})"
0.008665511265164644,"frozenset({'spaghetti', 'hot dogs'})"
0.009198773496867084,"frozenset({'mineral water', 'hot dogs'})"
0.004799360085321957,"frozenset({'hot dogs', 'frozen smoothie'})"
0.004399413411545127,"frozenset({'hot dogs', 'milk'})"
0.007865617917610986,"frozenset({'french fries', 'brownies'})"
0.006665777896280496,"frozenset({'green tea', 'brownies'})"
0.005465937874950006,"frozenset({'brownies', 'pancakes'})"
0.007332355685908546,"frozenset({'spaghetti', 'brownies'})"
0.004932675643247567,"frozenset({'brownies', 'chocolate'})"
0.009598720170643914,"frozenset({'mineral water', 'brownies'})"
0.007332355685908546,"frozenset({'brownies', 'eggs'})"
0.005465937874950006,"frozenset({'brownies', 'milk'})"
0.005465937874950006,"frozenset({'brownies', 'cake'})"
0.004932675643247567,"frozenset({'brownies', 'ground beef'})"
0.004399413411545127,"frozenset({'brownies', 'frozen vegetables'})"
0.010265297960271964,"frozenset({'mineral water', 'cereals'})"
0.006532462338354886,"frozenset({'green tea', 'cereals'})"
0.006665777896280496,"frozenset({'spaghetti', 'cereals'})"
0.004532728969470737,"frozenset({'ground beef', 'cereals'})"
0.004799360085321957,"frozenset({'french fries', 'cereals'})"
0.007065724570057326,"frozenset({'cereals', 'milk'})"
0.005599253432875617,"frozenset({'cereals', 'chocolate'})"
0.004266097853619517,"frozenset({'cereals', 'frozen vegetables'})"
0.004666044527396347,"frozenset({'cereals', 'pancakes'})"
0.004399413411545127,"frozenset({'mineral water', 'muffins'})"
0.005332622317024397,"frozenset({'french fries', 'muffins'})"
0.004399413411545127,"frozenset({'light mayo', 'frozen vegetables'})"
0.006265831222503666,"frozenset({'mineral water', 'light mayo'})"
0.005065991201173177,"frozenset({'light mayo', 'chocolate'})"
0.007332355685908546,"frozenset({'light mayo', 'french fries'})"
0.005465937874950006,"frozenset({'light mayo', 'pancakes'})"
0.005465937874950006,"frozenset({'light mayo', 'eggs'})"
0.004399413411545127,"frozenset({'light mayo', 'green tea'})"
0.004932675643247567,"frozenset({'mineral water', 'gums'})"
0.004266097853619517,"frozenset({'eggs', 'cider'})"
0.005065991201173177,"frozenset({'french fries', 'yogurt cake'})"
0.004399413411545127,"frozenset({'yogurt cake', 'chocolate'})"
0.005599253432875617,"frozenset({'mineral water', 'yogurt cake'})"
0.004532728969470737,"frozenset({'yogurt cake', 'eggs'})"
0.005865884548726837,"frozenset({'mineral water', 'mint'})"
0.0061325156645780565,"frozenset({'french fries', 'butter'})"
0.007332355685908546,"frozenset({'green tea', 'butter'})"
0.004266097853619517,"frozenset({'chicken', 'butter'})"
0.008265564591387815,"frozenset({'butter', 'chocolate'})"
0.006265831222503666,"frozenset({'spaghetti', 'butter'})"
0.0061325156645780565,"frozenset({'eggs', 'butter'})"
0.0041327822956939075,"frozenset({'pancakes', 'butter'})"
0.0061325156645780565,"frozenset({'butter', 'milk'})"
0.004399413411545127,"frozenset({'low fat yogurt', 'butter'})"
0.008265564591387815,"frozenset({'mineral water', 'french wine'})"
0.007732302359685375,"frozenset({'spaghetti', 'french wine'})"
0.005999200106652446,"frozenset({'french wine', 'eggs'})"
0.0041327822956939075,"frozenset({'french wine', 'burgers'})"
0.005199306759098787,"frozenset({'french wine', 'chocolate'})"
0.0041327822956939075,"frozenset({'french wine', 'pancakes'})"
0.004932675643247567,"frozenset({'french wine', 'milk'})"
0.005332622317024397,"frozenset({'mineral water', 'carrots'})"
0.004666044527396347,"frozenset({'spaghetti', 'carrots'})"
0.005732568990801226,"frozenset({'mushroom cream sauce', 'escalope'})"
0.004666044527396347,"frozenset({'french fries', 'mushroom cream sauce'})"
0.004399413411545127,"frozenset({'mushroom cream sauce', 'chocolate'})"
0.004266097853619517,"frozenset({'spaghetti', 'mushroom cream sauce'})"
0.005065991201173177,"frozenset({'mineral water', 'nonfat milk'})"
0.004532728969470737,"frozenset({'mineral water', 'fromage blanc'})"
