antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'shrimp'}),frozenset({'frozen vegetables'}),0.07145713904812692,0.09532062391681109,0.01666444474070124,0.23320895522388058,2.44657394843962,0.009853105663323458,1.1798251717289276
frozenset({'frozen vegetables'}),frozenset({'shrimp'}),0.09532062391681109,0.07145713904812692,0.01666444474070124,0.17482517482517482,2.4465739484396196,0.009853105663323458,1.1252680433569309
"frozenset({'mineral water', 'chocolate'})",frozenset({'shrimp'}),0.05265964538061592,0.07145713904812692,0.007598986801759766,0.14430379746835442,2.0194454940487434,0.0038360791995720395,1.0851314499289642
frozenset({'shrimp'}),"frozenset({'mineral water', 'chocolate'})",0.07145713904812692,0.05265964538061592,0.007598986801759766,0.10634328358208955,2.0194454940487434,0.0038360791995720395,1.0600718790730477
"frozenset({'shrimp', 'chocolate'})",frozenset({'spaghetti'}),0.017997600319957337,0.17411011865084655,0.006399146780429276,0.3555555555555556,2.0421303386081338,0.0032655824532909906,1.2815532641624796
"frozenset({'chocolate', 'spaghetti'})",frozenset({'shrimp'}),0.03919477403012932,0.07145713904812692,0.006399146780429276,0.163265306122449,2.284800487359123,0.0035984003625984117,1.1097219557717508
frozenset({'shrimp'}),"frozenset({'chocolate', 'spaghetti'})",0.07145713904812692,0.03919477403012932,0.006399146780429276,0.08955223880597014,2.2848004873591226,0.0035984003625984117,1.055310658032481
frozenset({'spaghetti'}),"frozenset({'shrimp', 'chocolate'})",0.17411011865084655,0.017997600319957337,0.006399146780429276,0.036753445635528334,2.0421303386081338,0.0032655824532909906,1.0194714896519361
"frozenset({'mineral water', 'shrimp'})",frozenset({'spaghetti'}),0.023596853752832957,0.17411011865084655,0.008532195707239034,0.36158192090395475,2.07674271722861,0.004423744700546614,1.2936505221132757
frozenset({'spaghetti'}),"frozenset({'mineral water', 'shrimp'})",0.17411011865084655,0.023596853752832957,0.008532195707239034,0.049004594180704436,2.07674271722861,0.004423744700546614,1.0267169959732692
"frozenset({'mineral water', 'shrimp'})",frozenset({'milk'}),0.023596853752832957,0.12958272230369283,0.007865617917610986,0.3333333333333333,2.5723593964334706,0.00480787337051678,1.3056259165444606
"frozenset({'mineral water', 'milk'})",frozenset({'shrimp'}),0.04799360085321957,0.07145713904812692,0.007865617917610986,0.1638888888888889,2.2935271558872303,0.004436132508022172,1.1105496011384528
frozenset({'shrimp'}),"frozenset({'mineral water', 'milk'})",0.07145713904812692,0.04799360085321957,0.007865617917610986,0.11007462686567164,2.2935271558872308,0.004436132508022172,1.069759811200575
frozenset({'milk'}),"frozenset({'mineral water', 'shrimp'})",0.12958272230369283,0.023596853752832957,0.007865617917610986,0.06069958847736626,2.5723593964334706,0.00480787337051678,1.039500392280664
"frozenset({'shrimp', 'chocolate'})",frozenset({'milk'}),0.017997600319957337,0.12958272230369283,0.005465937874950006,0.3037037037037037,2.3437052278616064,0.003133759830556121,1.250067366904271
"frozenset({'chocolate', 'milk'})",frozenset({'shrimp'}),0.03212904946007199,0.07145713904812692,0.005465937874950006,0.17012448132780084,2.3807905493280486,0.003170087920197495,1.118894147447007
frozenset({'shrimp'}),"frozenset({'chocolate', 'milk'})",0.07145713904812692,0.03212904946007199,0.005465937874950006,0.07649253731343282,2.380790549328048,0.003170087920197495,1.0480380393725282
frozenset({'milk'}),"frozenset({'shrimp', 'chocolate'})",0.12958272230369283,0.017997600319957337,0.005465937874950006,0.04218106995884774,2.343705227861607,0.003133759830556121,1.0252484774317954
"frozenset({'mineral water', 'frozen vegetables'})",frozenset({'shrimp'}),0.03572856952406346,0.07145713904812692,0.007199040127982935,0.2014925373134328,2.8197677656493645,0.004645978767511263,1.1628480688556169
"frozenset({'mineral water', 'shrimp'})",frozenset({'frozen vegetables'}),0.023596853752832957,0.09532062391681109,0.007199040127982935,0.30508474576271183,3.200616332819722,0.004949773305789152,1.301855687534345
frozenset({'frozen vegetables'}),"frozenset({'mineral water', 'shrimp'})",0.09532062391681109,0.023596853752832957,0.007199040127982935,0.07552447552447553,3.2006163328197226,0.004949773305789152,1.0561698178013985
frozenset({'shrimp'}),"frozenset({'mineral water', 'frozen vegetables'})",0.07145713904812692,0.03572856952406346,0.007199040127982935,0.1007462686567164,2.8197677656493645,0.004645978767511263,1.0723018396993818
"frozenset({'shrimp', 'frozen vegetables'})",frozenset({'spaghetti'}),0.01666444474070124,0.17411011865084655,0.005999200106652446,0.36,2.067656967840735,0.003097751655598477,1.2904529396080522
"frozenset({'shrimp', 'spaghetti'})",frozenset({'frozen vegetables'}),0.021197173710171976,0.09532062391681109,0.005999200106652446,0.2830188679245283,2.969125214408233,0.003978672283325828,1.2617896561160267
"frozenset({'frozen vegetables', 'spaghetti'})",frozenset({'shrimp'}),0.027862951606452472,0.07145713904812692,0.005999200106652446,0.21531100478468898,3.0131489680782684,0.00400819329941894,1.183325963042326
frozenset({'shrimp'}),"frozenset({'frozen vegetables', 'spaghetti'})",0.07145713904812692,0.027862951606452472,0.005999200106652446,0.08395522388059701,3.013148968078269,0.00400819329941894,1.0612331118919378
frozenset({'frozen vegetables'}),"frozenset({'shrimp', 'spaghetti'})",0.09532062391681109,0.021197173710171976,0.005999200106652446,0.06293706293706293,2.969125214408233,0.003978672283325828,1.044543314622727
frozenset({'spaghetti'}),"frozenset({'shrimp', 'frozen vegetables'})",0.17411011865084655,0.01666444474070124,0.005999200106652446,0.03445635528330781,2.067656967840735,0.003097751655598477,1.018426832013199
"frozenset({'shrimp', 'chocolate'})",frozenset({'frozen vegetables'}),0.017997600319957337,0.09532062391681109,0.005332622317024397,0.29629629629629634,3.1084175084175087,0.0036170798255206645,1.2855970081182158
"frozenset({'chocolate', 'frozen vegetables'})",frozenset({'shrimp'}),0.022930275963204905,0.07145713904812692,0.005332622317024397,0.23255813953488375,3.2545123221103784,0.0036940903991097415,1.2099194854827438
frozenset({'shrimp'}),"frozenset({'chocolate', 'frozen vegetables'})",0.07145713904812692,0.022930275963204905,0.005332622317024397,0.07462686567164178,3.2545123221103784,0.0036940903991097415,1.0558656695236335
frozenset({'frozen vegetables'}),"frozenset({'shrimp', 'chocolate'})",0.09532062391681109,0.017997600319957337,0.005332622317024397,0.055944055944055944,3.1084175084175087,0.0036170798255206645,1.040195134475897
"frozenset({'mineral water', 'shrimp'})",frozenset({'ground beef'}),0.023596853752832957,0.09825356619117451,0.005065991201173177,0.21468926553672316,2.1850531625386167,0.0027475161690657395,1.148267041612677
frozenset({'ground beef'}),"frozenset({'mineral water', 'shrimp'})",0.09825356619117451,0.023596853752832957,0.005065991201173177,0.051560379918588875,2.1850531625386167,0.0027475161690657395,1.0294837178600316
"frozenset({'shrimp', 'ground beef'})",frozenset({'spaghetti'}),0.011465137981602452,0.17411011865084655,0.005999200106652446,0.5232558139534884,3.005315360233627,0.0040030035723273155,1.732354385268956
"frozenset({'shrimp', 'spaghetti'})",frozenset({'ground beef'}),0.021197173710171976,0.09825356619117451,0.005999200106652446,0.2830188679245283,2.880494610993062,0.00391650219645424,1.2576989734702038
"frozenset({'spaghetti', 'ground beef'})",frozenset({'shrimp'}),0.03919477403012932,0.07145713904812692,0.005999200106652446,0.1530612244897959,2.142000456899177,0.0031984536888215813,1.096351811726308
frozenset({'shrimp'}),"frozenset({'spaghetti', 'ground beef'})",0.07145713904812692,0.03919477403012932,0.005999200106652446,0.08395522388059701,2.1420004568991775,0.0031984536888215813,1.0488627314049912
frozenset({'ground beef'}),"frozenset({'shrimp', 'spaghetti'})",0.09825356619117451,0.021197173710171976,0.005999200106652446,0.06105834464043419,2.880494610993062,0.00391650219645424,1.0424532990976927
frozenset({'spaghetti'}),"frozenset({'shrimp', 'ground beef'})",0.17411011865084655,0.011465137981602452,0.005999200106652446,0.03445635528330781,3.0053153602336264,0.0040030035723273155,1.0238116810436377
frozenset({'olive oil'}),frozenset({'ground beef'}),0.0658578856152513,0.09825356619117451,0.014131449140114652,0.2145748987854251,2.183889166607156,0.007660677016605759,1.1480998409834016
frozenset({'ground beef'}),frozenset({'olive oil'}),0.09825356619117451,0.0658578856152513,0.014131449140114652,0.14382632293080055,2.183889166607156,0.007660677016605759,1.0910661462782247
"frozenset({'mineral water', 'olive oil'})",frozenset({'spaghetti'}),0.027596320490601255,0.17411011865084655,0.010265297960271964,0.3719806763285024,2.13646788142427,0.005460499325326592,1.3150708110713443
"frozenset({'mineral water', 'spaghetti'})",frozenset({'olive oil'}),0.05972536995067324,0.0658578856152513,0.010265297960271964,0.171875,2.6097861842105265,0.0063319113777319585,1.1280206664268664
frozenset({'olive oil'}),"frozenset({'mineral water', 'spaghetti'})",0.0658578856152513,0.05972536995067324,0.010265297960271964,0.15587044534412955,2.6097861842105265,0.0063319113777319585,1.1138984826004015
frozenset({'spaghetti'}),"frozenset({'mineral water', 'olive oil'})",0.17411011865084655,0.027596320490601255,0.010265297960271964,0.058958652373660034,2.13646788142427,0.005460499325326592,1.033327262359052
"frozenset({'mineral water', 'olive oil'})",frozenset({'milk'}),0.027596320490601255,0.12958272230369283,0.008532195707239034,0.3091787439613526,2.3859565416194504,0.004956189372501743,1.2599746607212277
"frozenset({'mineral water', 'milk'})",frozenset({'olive oil'}),0.04799360085321957,0.0658578856152513,0.008532195707239034,0.17777777777777776,2.6994152046783624,0.005371438631983673,1.136118787765235
"frozenset({'olive oil', 'milk'})",frozenset({'mineral water'}),0.017064391414478068,0.23836821757099053,0.008532195707239034,0.5,2.0975950782997765,0.004464587141836183,1.523263564858019
frozenset({'mineral water'}),"frozenset({'olive oil', 'milk'})",0.23836821757099053,0.017064391414478068,0.008532195707239034,0.035794183445190156,2.0975950782997765,0.004464587141836183,1.0194250975353325
frozenset({'olive oil'}),"frozenset({'mineral water', 'milk'})",0.0658578856152513,0.04799360085321957,0.008532195707239034,0.12955465587044535,2.699415204678363,0.005371438631983673,1.093700374833743
frozenset({'milk'}),"frozenset({'mineral water', 'olive oil'})",0.12958272230369283,0.027596320490601255,0.008532195707239034,0.06584362139917696,2.385956541619451,0.004956189372501743,1.040943145906537
"frozenset({'olive oil', 'milk'})",frozenset({'spaghetti'}),0.017064391414478068,0.17411011865084655,0.007199040127982935,0.421875,2.4230355091883613,0.004227956914103672,1.4285662812525897
"frozenset({'spaghetti', 'milk'})",frozenset({'olive oil'}),0.03546193840821224,0.0658578856152513,0.007199040127982935,0.20300751879699247,3.0825089038385434,0.004863591844599807,1.1720839737091657
"frozenset({'olive oil', 'spaghetti'})",frozenset({'milk'}),0.022930275963204905,0.12958272230369283,0.007199040127982935,0.313953488372093,2.4228036175710597,0.0042276725454959115,1.2687438285064816
frozenset({'milk'}),"frozenset({'olive oil', 'spaghetti'})",0.12958272230369283,0.022930275963204905,0.007199040127982935,0.05555555555555556,2.4228036175710597,0.0042276725454959115,1.0345444136860185
frozenset({'olive oil'}),"frozenset({'spaghetti', 'milk'})",0.0658578856152513,0.03546193840821224,0.007199040127982935,0.10931174089068825,3.0825089038385434,0.004863591844599807,1.0829131873325981
frozenset({'spaghetti'}),"frozenset({'olive oil', 'milk'})",0.17411011865084655,0.017064391414478068,0.007199040127982935,0.04134762633996937,2.4230355091883613,0.004227956914103672,1.025330594898316
"frozenset({'mineral water', 'chocolate'})",frozenset({'olive oil'}),0.05265964538061592,0.0658578856152513,0.008265564591387815,0.1569620253164557,2.383344437041972,0.0047975116893715156,1.1080664720179452
"frozenset({'chocolate', 'olive oil'})",frozenset({'mineral water'}),0.01639781362485002,0.23836821757099053,0.008265564591387815,0.5040650406504065,2.1146486968225386,0.004356846985571013,1.5357493317830846
frozenset({'mineral water'}),"frozenset({'chocolate', 'olive oil'})",0.23836821757099053,0.01639781362485002,0.008265564591387815,0.03467561521252797,2.114648696822539,0.004356846985571013,1.0189343622472584
frozenset({'olive oil'}),"frozenset({'mineral water', 'chocolate'})",0.0658578856152513,0.05265964538061592,0.008265564591387815,0.12550607287449392,2.3833444370419716,0.0047975116893715156,1.083301238847166
"frozenset({'chocolate', 'olive oil'})",frozenset({'spaghetti'}),0.01639781362485002,0.17411011865084655,0.007065724570057326,0.43089430894308944,2.4748378341363813,0.004210699294220221,1.4512065057992267
"frozenset({'chocolate', 'spaghetti'})",frozenset({'olive oil'}),0.03919477403012932,0.0658578856152513,0.007065724570057326,0.18027210884353742,2.7372896527031867,0.004484439625265447,1.1395758573822246
frozenset({'olive oil'}),"frozenset({'chocolate', 'spaghetti'})",0.0658578856152513,0.03919477403012932,0.007065724570057326,0.10728744939271255,2.7372896527031862,0.004484439625265447,1.0762761488188575
frozenset({'spaghetti'}),"frozenset({'chocolate', 'olive oil'})",0.17411011865084655,0.01639781362485002,0.007065724570057326,0.04058192955589587,2.4748378341363813,0.004210699294220221,1.0252070673630853
"frozenset({'chocolate', 'olive oil'})",frozenset({'milk'}),0.01639781362485002,0.12958272230369283,0.005199306759098787,0.3170731707317073,2.4468784502659844,0.003074433429762136,1.2745395851981642
"frozenset({'chocolate', 'milk'})",frozenset({'olive oil'}),0.03212904946007199,0.0658578856152513,0.005199306759098787,0.16182572614107887,2.457195894300066,0.0030833554948306147,1.1144962849837845
frozenset({'olive oil'}),"frozenset({'chocolate', 'milk'})",0.0658578856152513,0.03212904946007199,0.005199306759098787,0.07894736842105264,2.457195894300066,0.0030833554948306147,1.0508313177290647
frozenset({'milk'}),"frozenset({'chocolate', 'olive oil'})",0.12958272230369283,0.01639781362485002,0.005199306759098787,0.04012345679012346,2.4468784502659844,0.003074433429762136,1.0247173903072302
"frozenset({'mineral water', 'olive oil'})",frozenset({'ground beef'}),0.027596320490601255,0.09825356619117451,0.006665777896280496,0.24154589371980675,2.4583931462581687,0.0039543409943243405,1.1889268267415725
"frozenset({'mineral water', 'ground beef'})",frozenset({'olive oil'}),0.040927876283162246,0.0658578856152513,0.006665777896280496,0.16286644951140067,2.4729984570546892,0.003970354501548841,1.1158818253545442
frozenset({'olive oil'}),"frozenset({'mineral water', 'ground beef'})",0.0658578856152513,0.040927876283162246,0.006665777896280496,0.10121457489878544,2.4729984570546892,0.003970354501548841,1.0670757412525176
frozenset({'ground beef'}),"frozenset({'mineral water', 'olive oil'})",0.09825356619117451,0.027596320490601255,0.006665777896280496,0.067842605156038,2.458393146258169,0.0039543409943243405,1.043175417464959
"frozenset({'olive oil', 'ground beef'})",frozenset({'spaghetti'}),0.014131449140114652,0.17411011865084655,0.0061325156645780565,0.4339622641509434,2.4924586090323326,0.003672087378084291,1.4590721237168378
"frozenset({'spaghetti', 'ground beef'})",frozenset({'olive oil'}),0.03919477403012932,0.0658578856152513,0.0061325156645780565,0.1564625850340136,2.3757608306480487,0.0035512307197861775,1.107410409794823
"frozenset({'olive oil', 'spaghetti'})",frozenset({'ground beef'}),0.022930275963204905,0.09825356619117451,0.0061325156645780565,0.2674418604651163,2.7219557603104985,0.0038795342774454056,1.2309554493263333
frozenset({'ground beef'}),"frozenset({'olive oil', 'spaghetti'})",0.09825356619117451,0.022930275963204905,0.0061325156645780565,0.06241519674355496,2.721955760310499,0.0038795342774454056,1.0421134393851201
frozenset({'olive oil'}),"frozenset({'spaghetti', 'ground beef'})",0.0658578856152513,0.03919477403012932,0.0061325156645780565,0.0931174089068826,2.3757608306480487,0.0035512307197861775,1.0594593339935627
frozenset({'spaghetti'}),"frozenset({'olive oil', 'ground beef'})",0.17411011865084655,0.014131449140114652,0.0061325156645780565,0.03522205206738132,2.4924586090323326,0.003672087378084291,1.0218605773198493
"frozenset({'mineral water', 'frozen vegetables'})",frozenset({'olive oil'}),0.03572856952406346,0.0658578856152513,0.006532462338354886,0.18283582089552236,2.776217596229379,0.004179454293442561,1.1431510806169527
"frozenset({'mineral water', 'olive oil'})",frozenset({'frozen vegetables'}),0.027596320490601255,0.09532062391681109,0.006532462338354886,0.23671497584541062,2.4833552920509443,0.003901963851382496,1.1852444990456967
"frozenset({'frozen vegetables', 'olive oil'})",frozenset({'mineral water'}),0.011331822423676844,0.23836821757099053,0.006532462338354886,0.5764705882352941,2.4184037373338594,0.0038313160253920548,1.7982972640684944
frozenset({'mineral water'}),"frozenset({'frozen vegetables', 'olive oil'})",0.23836821757099053,0.011331822423676844,0.006532462338354886,0.027404921700223715,2.41840373733386,0.0038313160253920548,1.0165259928156791
frozenset({'frozen vegetables'}),"frozenset({'mineral water', 'olive oil'})",0.09532062391681109,0.027596320490601255,0.006532462338354886,0.06853146853146853,2.4833552920509443,0.003901963851382496,1.043946893166997
frozenset({'olive oil'}),"frozenset({'mineral water', 'frozen vegetables'})",0.0658578856152513,0.03572856952406346,0.006532462338354886,0.09919028340080972,2.7762175962293796,0.004179454293442561,1.0704496329328375
"frozenset({'frozen vegetables', 'olive oil'})",frozenset({'spaghetti'}),0.011331822423676844,0.17411011865084655,0.005732568990801226,0.5058823529411764,2.9055310332402486,0.0037595840440845275,1.6714438074923343
"frozenset({'frozen vegetables', 'spaghetti'})",frozenset({'olive oil'}),0.027862951606452472,0.0658578856152513,0.005732568990801226,0.20574162679425836,3.1240241752707125,0.003897573911000197,1.1761186861832076
"frozenset({'olive oil', 'spaghetti'})",frozenset({'frozen vegetables'}),0.022930275963204905,0.09532062391681109,0.005732568990801226,0.25,2.6227272727272726,0.003546840779403878,1.2062391681109186
frozenset({'frozen vegetables'}),"frozenset({'olive oil', 'spaghetti'})",0.09532062391681109,0.022930275963204905,0.005732568990801226,0.060139860139860134,2.6227272727272726,0.003546840779403878,1.039590554592721
frozenset({'olive oil'}),"frozenset({'frozen vegetables', 'spaghetti'})",0.0658578856152513,0.027862951606452472,0.005732568990801226,0.08704453441295547,3.124024175270713,0.003897573911000197,1.064824172741491
frozenset({'spaghetti'}),"frozenset({'frozen vegetables', 'olive oil'})",0.17411011865084655,0.011331822423676844,0.005732568990801226,0.032924961715160794,2.905531033240248,0.0037595840440845275,1.0223282976363246
"frozenset({'olive oil', 'eggs'})",frozenset({'mineral water'}),0.011998400213304892,0.23836821757099053,0.005865884548726837,0.48888888888888893,2.050981854337559,0.003005847276177957,1.4901491395350188
frozenset({'mineral water'}),"frozenset({'olive oil', 'eggs'})",0.23836821757099053,0.011998400213304892,0.005865884548726837,0.024608501118568233,2.050981854337559,0.003005847276177957,1.0129282456528732
"frozenset({'olive oil', 'eggs'})",frozenset({'spaghetti'}),0.011998400213304892,0.17411011865084655,0.005065991201173177,0.4222222222222222,2.4250297770971585,0.0029769483164143193,1.4294247946427656
"frozenset({'eggs', 'spaghetti'})",frozenset({'olive oil'}),0.036528462871617116,0.0658578856152513,0.005065991201173177,0.1386861313868613,2.105839416058394,0.002660303871673263,1.084554827717886
frozenset({'olive oil'}),"frozenset({'eggs', 'spaghetti'})",0.0658578856152513,0.036528462871617116,0.005065991201173177,0.07692307692307693,2.1058394160583944,0.002660303871673263,1.0437608318890814
frozenset({'spaghetti'}),"frozenset({'olive oil', 'eggs'})",0.17411011865084655,0.011998400213304892,0.005065991201173177,0.02909647779479326,2.4250297770971585,0.0029769483164143193,1.0176104805374004
"frozenset({'pancakes', 'olive oil'})",frozenset({'spaghetti'}),0.010798560191974404,0.17411011865084655,0.005065991201173177,0.4691358024691358,2.6944775301079535,0.003185852604890205,1.5557460555646843
"frozenset({'pancakes', 'spaghetti'})",frozenset({'olive oil'}),0.025196640447940274,0.0658578856152513,0.005065991201173177,0.20105820105820105,3.0529100529100526,0.003406593736664112,1.1692242358855465
"frozenset({'olive oil', 'spaghetti'})",frozenset({'pancakes'}),0.022930275963204905,0.09505399280095987,0.005065991201173177,0.22093023255813954,2.3242604129293194,0.0028863769148426747,1.1615724868524993
frozenset({'pancakes'}),"frozenset({'olive oil', 'spaghetti'})",0.09505399280095987,0.022930275963204905,0.005065991201173177,0.05329593267882188,2.3242604129293194,0.0028863769148426747,1.032075130723311
frozenset({'olive oil'}),"frozenset({'pancakes', 'spaghetti'})",0.0658578856152513,0.025196640447940274,0.005065991201173177,0.07692307692307693,3.052910052910053,0.003406593736664112,1.0560369728480647
frozenset({'spaghetti'}),"frozenset({'pancakes', 'olive oil'})",0.17411011865084655,0.010798560191974404,0.005065991201173177,0.02909647779479326,2.6944775301079535,0.003185852604890205,1.018846277909528
"frozenset({'mineral water', 'milk'})",frozenset({'frozen smoothie'}),0.04799360085321957,0.06332489001466471,0.0061325156645780565,0.1277777777777778,2.0178128654970764,0.003093326169140209,1.0738950305564354
"frozenset({'mineral water', 'frozen smoothie'})",frozenset({'milk'}),0.020263964804692707,0.12958272230369283,0.0061325156645780565,0.3026315789473684,2.3354315572882824,0.0035066559405197563,1.248145530281497
frozenset({'milk'}),"frozenset({'mineral water', 'frozen smoothie'})",0.12958272230369283,0.020263964804692707,0.0061325156645780565,0.04732510288065844,2.335431557288283,0.0035066559405197563,1.028405427872396
frozenset({'frozen smoothie'}),"frozenset({'mineral water', 'milk'})",0.06332489001466471,0.04799360085321957,0.0061325156645780565,0.0968421052631579,2.017812865497076,0.003093326169140209,1.0540863393816333
"frozenset({'spaghetti', 'milk'})",frozenset({'frozen smoothie'}),0.03546193840821224,0.06332489001466471,0.005599253432875617,0.15789473684210525,2.4934072022160665,0.0033536300834687625,1.1123016931075858
"frozenset({'milk', 'frozen smoothie'})",frozenset({'spaghetti'}),0.014264764698040262,0.17411011865084655,0.005599253432875617,0.3925233644859813,2.254454637832577,0.003115613558773419,1.3595418046824526
"frozenset({'spaghetti', 'frozen smoothie'})",frozenset({'milk'}),0.01559792027729636,0.12958272230369283,0.005599253432875617,0.358974358974359,2.7702331961591224,0.0035780324610675826,1.3578509532062393
frozenset({'milk'}),"frozenset({'spaghetti', 'frozen smoothie'})",0.12958272230369283,0.01559792027729636,0.005599253432875617,0.04320987654320988,2.7702331961591224,0.0035780324610675826,1.0288589478392127
frozenset({'spaghetti'}),"frozenset({'milk', 'frozen smoothie'})",0.17411011865084655,0.014264764698040262,0.005599253432875617,0.03215926493108729,2.254454637832577,0.003115613558773419,1.0184890959686388
frozenset({'frozen smoothie'}),"frozenset({'spaghetti', 'milk'})",0.06332489001466471,0.03546193840821224,0.005599253432875617,0.08842105263157896,2.4934072022160665,0.0033536300834687625,1.0580960259956103
frozenset({'salmon'}),frozenset({'olive oil'}),0.04252766297826956,0.0658578856152513,0.005732568990801226,0.1347962382445141,2.0467744596601216,0.002931787026894392,1.0796787481475898
frozenset({'olive oil'}),frozenset({'salmon'}),0.0658578856152513,0.04252766297826956,0.005732568990801226,0.08704453441295547,2.046774459660122,0.002931787026894392,1.048761273810942
frozenset({'salmon'}),frozenset({'ground beef'}),0.04252766297826956,0.09825356619117451,0.008932142381015865,0.21003134796238246,2.137646053006555,0.004753647831624495,1.1414964777183148
frozenset({'ground beef'}),frozenset({'salmon'}),0.09825356619117451,0.04252766297826956,0.008932142381015865,0.09090909090909093,2.137646053006555,0.004753647831624495,1.0532195707239034
frozenset({'salmon'}),frozenset({'grated cheese'}),0.04252766297826956,0.0523930142647647,0.005199306759098787,0.12225705329153606,2.333460958625476,0.0029711543060312044,1.0795951016055
