antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'grated cheese'}),frozenset({'salmon'}),0.0523930142647647,0.04252766297826956,0.005199306759098787,0.09923664122137406,2.333460958625476,0.0029711543060312044,1.0629565775410736
"frozenset({'mineral water', 'salmon'})",frozenset({'spaghetti'}),0.017064391414478068,0.17411011865084655,0.006799093454206106,0.39843750000000006,2.2884224253445637,0.0038280102403268424,1.372907854710281
"frozenset({'mineral water', 'spaghetti'})",frozenset({'salmon'}),0.05972536995067324,0.04252766297826956,0.006799093454206106,0.11383928571428571,2.6768290976265114,0.004259113049691406,1.0804725616769149
"frozenset({'salmon', 'spaghetti'})",frozenset({'mineral water'}),0.013464871350486601,0.23836821757099053,0.006799093454206106,0.504950495049505,2.1183633464017544,0.0035894960705679184,1.5384962005065992
frozenset({'mineral water'}),"frozenset({'salmon', 'spaghetti'})",0.23836821757099053,0.013464871350486601,0.006799093454206106,0.028523489932885907,2.1183633464017544,0.0035894960705679184,1.0155007541884455
frozenset({'salmon'}),"frozenset({'mineral water', 'spaghetti'})",0.04252766297826956,0.05972536995067324,0.006799093454206106,0.15987460815047022,2.6768290976265114,0.004259113049691406,1.1192074887527435
frozenset({'spaghetti'}),"frozenset({'mineral water', 'salmon'})",0.17411011865084655,0.017064391414478068,0.006799093454206106,0.03905053598774885,2.2884224253445637,0.0038280102403268424,1.0228796054284397
frozenset({'avocado'}),frozenset({'frozen smoothie'}),0.03332888948140248,0.06332489001466471,0.005065991201173177,0.152,2.4003200000000002,0.0029554429404524494,1.104569705171386
frozenset({'frozen smoothie'}),frozenset({'avocado'}),0.06332489001466471,0.03332888948140248,0.005065991201173177,0.08,2.40032,0.0029554429404524494,1.0507294679549972
frozenset({'burgers'}),frozenset({'almonds'}),0.0871883748833489,0.020397280362618318,0.005199306759098787,0.05963302752293578,2.923577382023146,0.0034209010322420507,1.0417238677119474
frozenset({'almonds'}),frozenset({'burgers'}),0.020397280362618318,0.0871883748833489,0.005199306759098787,0.25490196078431376,2.923577382023146,0.0034209010322420507,1.2250892863407685
"frozenset({'green tea', 'french fries'})",frozenset({'burgers'}),0.028529529396080524,0.0871883748833489,0.005465937874950006,0.19158878504672894,2.197412043785189,0.0029784945707190154,1.1291427039015223
frozenset({'burgers'}),"frozenset({'green tea', 'french fries'})",0.0871883748833489,0.028529529396080524,0.005465937874950006,0.06269113149847094,2.197412043785189,0.0029784945707190154,1.0364464727160903
"frozenset({'green tea', 'eggs'})",frozenset({'burgers'}),0.025463271563791495,0.0871883748833489,0.005999200106652446,0.23560209424083767,2.7022191267592097,0.0037790988397920756,1.194157673953975
frozenset({'burgers'}),"frozenset({'green tea', 'eggs'})",0.0871883748833489,0.025463271563791495,0.005999200106652446,0.06880733944954127,2.7022191267592097,0.0037790988397920756,1.0465468315226278
"frozenset({'burgers', 'french fries'})",frozenset({'eggs'}),0.021997067057725635,0.17970937208372217,0.009065457938941474,0.4121212121212121,2.293264994155202,0.00511237883031407,1.395339727898823
"frozenset({'french fries', 'eggs'})",frozenset({'burgers'}),0.036395147313691506,0.0871883748833489,0.009065457938941474,0.2490842490842491,2.856851609145187,0.0058922241910206305,1.2155979202772964
frozenset({'burgers'}),"frozenset({'french fries', 'eggs'})",0.0871883748833489,0.036395147313691506,0.009065457938941474,0.1039755351681957,2.856851609145187,0.0058922241910206305,1.0754224806430814
frozenset({'eggs'}),"frozenset({'burgers', 'french fries'})",0.17970937208372217,0.021997067057725635,0.009065457938941474,0.05044510385756676,2.2932649941552015,0.00511237883031407,1.0299593387548327
"frozenset({'french fries', 'spaghetti'})",frozenset({'burgers'}),0.027596320490601255,0.0871883748833489,0.005599253432875617,0.20289855072463767,2.3271284846873197,0.003193175096540032,1.145163675146344
frozenset({'burgers'}),"frozenset({'french fries', 'spaghetti'})",0.0871883748833489,0.027596320490601255,0.005599253432875617,0.06422018348623852,2.3271284846873193,0.003193175096540032,1.039137265358083
"frozenset({'eggs', 'spaghetti'})",frozenset({'burgers'}),0.036528462871617116,0.0871883748833489,0.007199040127982935,0.19708029197080293,2.260396437420478,0.0040141828132198906,1.1368653876452837
frozenset({'burgers'}),"frozenset({'eggs', 'spaghetti'})",0.0871883748833489,0.036528462871617116,0.007199040127982935,0.08256880733944953,2.260396437420478,0.0040141828132198906,1.0501839754699371
"frozenset({'burgers', 'milk'})",frozenset({'spaghetti'}),0.01786428476203173,0.17411011865084655,0.006399146780429276,0.3582089552238806,2.0573701172544627,0.0032887940408994217,1.2868516755905413
"frozenset({'spaghetti', 'milk'})",frozenset({'burgers'}),0.03546193840821224,0.0871883748833489,0.006399146780429276,0.18045112781954886,2.069669586811064,0.0033072780004038387,1.1137976710138955
"frozenset({'burgers', 'spaghetti'})",frozenset({'milk'}),0.021463804826023197,0.12958272230369283,0.006399146780429276,0.2981366459627329,2.300743807990185,0.00361780852007805,1.2401520505230572
frozenset({'milk'}),"frozenset({'burgers', 'spaghetti'})",0.12958272230369283,0.021463804826023197,0.006399146780429276,0.04938271604938272,2.3007438079901847,0.00361780852007805,1.0293692442739237
frozenset({'burgers'}),"frozenset({'spaghetti', 'milk'})",0.0871883748833489,0.03546193840821224,0.006399146780429276,0.07339449541284404,2.0696695868110644,0.0033072780004038387,1.0409371159752958
frozenset({'spaghetti'}),"frozenset({'burgers', 'milk'})",0.17411011865084655,0.01786428476203173,0.006399146780429276,0.036753445635528334,2.0573701172544627,0.0032887940408994217,1.0196098919720085
"frozenset({'french fries', 'milk'})",frozenset({'burgers'}),0.023730169310758567,0.0871883748833489,0.005599253432875617,0.23595505617977527,2.7062673951139056,0.0035302585349638576,1.194709332873264
frozenset({'burgers'}),"frozenset({'french fries', 'milk'})",0.0871883748833489,0.023730169310758567,0.005599253432875617,0.06422018348623852,2.706267395113905,0.0035302585349638576,1.043268740638503
"frozenset({'mineral water', 'burgers'})",frozenset({'milk'}),0.024396747100386616,0.12958272230369283,0.006932409012131715,0.28415300546448086,2.192830960894106,0.003771012107508893,1.2159264260948413
frozenset({'milk'}),"frozenset({'mineral water', 'burgers'})",0.12958272230369283,0.024396747100386616,0.006932409012131715,0.053497942386831275,2.192830960894106,0.003771012107508893,1.030746045454809
"frozenset({'chocolate', 'burgers'})",frozenset({'milk'}),0.017064391414478068,0.12958272230369283,0.005465937874950006,0.3203125,2.4718766075102883,0.0032546875810061746,1.2806139258060611
frozenset({'milk'}),"frozenset({'chocolate', 'burgers'})",0.12958272230369283,0.017064391414478068,0.005465937874950006,0.04218106995884774,2.4718766075102883,0.0032546875810061746,1.02622278361453
"frozenset({'chocolate', 'burgers'})",frozenset({'spaghetti'}),0.017064391414478068,0.17411011865084655,0.006399146780429276,0.37500000000000006,2.153809341500766,0.003428063566550013,1.3214238101586455
frozenset({'spaghetti'}),"frozenset({'chocolate', 'burgers'})",0.17411011865084655,0.017064391414478068,0.006399146780429276,0.036753445635528334,2.153809341500766,0.003428063566550013,1.0204403058924416
"frozenset({'mineral water', 'burgers'})",frozenset({'ground beef'}),0.024396747100386616,0.09825356619117451,0.005332622317024397,0.2185792349726776,2.2246442897287038,0.0029355549109472156,1.1539831985105948
frozenset({'ground beef'}),"frozenset({'mineral water', 'burgers'})",0.09825356619117451,0.024396747100386616,0.005332622317024397,0.054274084124830396,2.2246442897287038,0.0029355549109472156,1.031591961817812
"frozenset({'burgers', 'ground beef'})",frozenset({'spaghetti'}),0.011998400213304892,0.17411011865084655,0.005465937874950006,0.45555555555555555,2.616479496341671,0.0033768949901911488,1.5169405983964042
"frozenset({'burgers', 'spaghetti'})",frozenset({'ground beef'}),0.021463804826023197,0.09825356619117451,0.005465937874950006,0.2546583850931677,2.591848774197898,0.0033570425067618852,1.2098431320268408
frozenset({'ground beef'}),"frozenset({'burgers', 'spaghetti'})",0.09825356619117451,0.021463804826023197,0.005465937874950006,0.05563093622795115,2.591848774197898,0.0033570425067618852,1.0361798503494553
frozenset({'spaghetti'}),"frozenset({'burgers', 'ground beef'})",0.17411011865084655,0.011998400213304892,0.005465937874950006,0.03139356814701378,2.616479496341671,0.0033768949901911488,1.020023786024841
frozenset({'meatballs'}),frozenset({'milk'}),0.020930542594320756,0.12958272230369283,0.005465937874950006,0.2611464968152866,2.0152879347854578,0.002753701186284525,1.1780647637786226
frozenset({'milk'}),frozenset({'meatballs'}),0.12958272230369283,0.020930542594320756,0.005465937874950006,0.04218106995884774,2.015287934785458,0.002753701186284525,1.0221863722860582
"frozenset({'eggs', 'spaghetti'})",frozenset({'turkey'}),0.036528462871617116,0.06252499666711105,0.005199306759098787,0.14233576642335768,2.2764617994490535,0.0029153647397962374,1.0930559613328152
frozenset({'turkey'}),"frozenset({'eggs', 'spaghetti'})",0.06252499666711105,0.036528462871617116,0.005199306759098787,0.08315565031982944,2.2764617994490535,0.0029153647397962374,1.0508561649144454
"frozenset({'mineral water', 'turkey'})",frozenset({'milk'}),0.019197440341287828,0.12958272230369283,0.0061325156645780565,0.3194444444444445,2.4651777549154095,0.003644859083891246,1.2789804896762065
"frozenset({'mineral water', 'milk'})",frozenset({'turkey'}),0.04799360085321957,0.06252499666711105,0.0061325156645780565,0.1277777777777778,2.043627102582327,0.003131715931187845,1.0748121057319746
"frozenset({'turkey', 'milk'})",frozenset({'mineral water'}),0.011331822423676844,0.23836821757099053,0.0061325156645780565,0.5411764705882353,2.270338202395052,0.0034313693516152253,1.659966705293995
frozenset({'mineral water'}),"frozenset({'turkey', 'milk'})",0.23836821757099053,0.011331822423676844,0.0061325156645780565,0.02572706935123043,2.270338202395052,0.0034313693516152253,1.0147753739991194
frozenset({'turkey'}),"frozenset({'mineral water', 'milk'})",0.06252499666711105,0.04799360085321957,0.0061325156645780565,0.0980810234541578,2.043627102582327,0.003131715931187845,1.055534281796312
frozenset({'milk'}),"frozenset({'mineral water', 'turkey'})",0.12958272230369283,0.019197440341287828,0.0061325156645780565,0.04732510288065844,2.4651777549154095,0.003644859083891246,1.0295249330326872
"frozenset({'mineral water', 'spaghetti'})",frozenset({'milk'}),0.05972536995067324,0.12958272230369283,0.01573123583522197,0.26339285714285715,2.032623273074662,0.00799185980641856,1.1816573951755929
frozenset({'milk'}),"frozenset({'mineral water', 'spaghetti'})",0.12958272230369283,0.05972536995067324,0.01573123583522197,0.12139917695473253,2.0326232730746625,0.00799185980641856,1.070195480571365
"frozenset({'mineral water', 'chocolate'})",frozenset({'milk'}),0.05265964538061592,0.12958272230369283,0.013998133582189041,0.26582278481012656,2.0513752148773245,0.007174353378221748,1.1855683610001424
frozenset({'milk'}),"frozenset({'mineral water', 'chocolate'})",0.12958272230369283,0.05265964538061592,0.013998133582189041,0.1080246913580247,2.0513752148773245,0.007174353378221748,1.0620701553518355
"frozenset({'chocolate', 'spaghetti'})",frozenset({'milk'}),0.03919477403012932,0.12958272230369283,0.010931875749900012,0.2789115646258503,2.152382352117802,0.005852910230997773,1.2070881115222372
frozenset({'milk'}),"frozenset({'chocolate', 'spaghetti'})",0.12958272230369283,0.03919477403012932,0.010931875749900012,0.08436213991769548,2.152382352117802,0.005852910230997773,1.0493288535311398
"frozenset({'chocolate', 'eggs'})",frozenset({'milk'}),0.03319557392347687,0.12958272230369283,0.009198773496867084,0.27710843373493976,2.138467450047102,0.004897200659429474,1.2040772341465582
frozenset({'milk'}),"frozenset({'chocolate', 'eggs'})",0.12958272230369283,0.03319557392347687,0.009198773496867084,0.07098765432098766,2.138467450047102,0.004897200659429474,1.0406798473381844
frozenset({'whole wheat pasta'}),frozenset({'olive oil'}),0.029462738301559793,0.0658578856152513,0.007998933475536596,0.2714932126696833,4.122410097642296,0.0060585798265603875,1.2822696104287545
frozenset({'olive oil'}),frozenset({'whole wheat pasta'}),0.0658578856152513,0.029462738301559793,0.007998933475536596,0.12145748987854252,4.1224100976422955,0.0060585798265603875,1.1047129199977639
frozenset({'whole wheat pasta'}),frozenset({'milk'}),0.029462738301559793,0.12958272230369283,0.009865351286495135,0.33484162895927605,2.5839990317114503,0.006047489450857737,1.3085865195298223
frozenset({'milk'}),frozenset({'whole wheat pasta'}),0.12958272230369283,0.029462738301559793,0.009865351286495135,0.07613168724279837,2.5839990317114503,0.006047489450857737,1.0505147197894031
frozenset({'milk'}),frozenset({'soup'}),0.12958272230369283,0.05052659645380616,0.015197973603519531,0.11728395061728396,2.321231961953158,0.008650599686295217,1.0756272124089747
frozenset({'soup'}),frozenset({'milk'}),0.05052659645380616,0.12958272230369283,0.015197973603519531,0.3007915567282322,2.3212319619531585,0.008650599686295217,1.2448609367807564
frozenset({'olive oil'}),frozenset({'soup'}),0.0658578856152513,0.05052659645380616,0.008932142381015865,0.13562753036437247,2.684279961116512,0.005604567571233137,1.098454007849695
frozenset({'soup'}),frozenset({'olive oil'}),0.05052659645380616,0.0658578856152513,0.008932142381015865,0.17678100263852245,2.684279961116512,0.005604567571233137,1.1347431453583967
frozenset({'tomatoes'}),frozenset({'soup'}),0.06839088121583789,0.05052659645380616,0.006932409012131715,0.10136452241715399,2.0061616956492667,0.0034768505558188823,1.0565723557900162
frozenset({'soup'}),frozenset({'tomatoes'}),0.05052659645380616,0.06839088121583789,0.006932409012131715,0.13720316622691292,2.0061616956492667,0.0034768505558188823,1.0797549113736924
frozenset({'cooking oil'}),frozenset({'soup'}),0.0510598586855086,0.05052659645380616,0.005332622317024397,0.10443864229765012,2.067003313653492,0.002752741442233334,1.0601991648926887
frozenset({'soup'}),frozenset({'cooking oil'}),0.05052659645380616,0.0510598586855086,0.005332622317024397,0.10554089709762533,2.067003313653492,0.002752741442233334,1.060909479522691
"frozenset({'mineral water', 'milk'})",frozenset({'soup'}),0.04799360085321957,0.05052659645380616,0.008532195707239034,0.17777777777777776,3.5184989739079446,0.0061072424045633626,1.1547649502588844
"frozenset({'mineral water', 'soup'})",frozenset({'milk'}),0.023063591521130515,0.12958272230369283,0.008532195707239034,0.3699421965317919,2.8548728561573777,0.005543552731830574,1.3814879728574416
"frozenset({'soup', 'milk'})",frozenset({'mineral water'}),0.015197973603519531,0.23836821757099053,0.008532195707239034,0.5614035087719298,2.3551944738804504,0.004909481828677119,1.7365204639381415
frozenset({'mineral water'}),"frozenset({'soup', 'milk'})",0.23836821757099053,0.015197973603519531,0.008532195707239034,0.035794183445190156,2.3551944738804504,0.004909481828677119,1.0213608023183915
frozenset({'milk'}),"frozenset({'mineral water', 'soup'})",0.12958272230369283,0.023063591521130515,0.008532195707239034,0.06584362139917696,2.854872856157378,0.005543552731830574,1.0457953623804639
frozenset({'soup'}),"frozenset({'mineral water', 'milk'})",0.05052659645380616,0.04799360085321957,0.008532195707239034,0.16886543535620052,3.518498973907945,0.0061072424045633626,1.1454299215131103
"frozenset({'mineral water', 'spaghetti'})",frozenset({'soup'}),0.05972536995067324,0.05052659645380616,0.007465671243834155,0.125,2.473944591029024,0.004447951578282207,1.08511246119565
"frozenset({'soup', 'spaghetti'})",frozenset({'mineral water'}),0.014264764698040262,0.23836821757099053,0.007465671243834155,0.5233644859813084,2.1956135399025696,0.004065404708692709,1.5979333474490982
frozenset({'mineral water'}),"frozenset({'soup', 'spaghetti'})",0.23836821757099053,0.014264764698040262,0.007465671243834155,0.03131991051454139,2.1956135399025696,0.004065404708692709,1.0176065824017921
frozenset({'soup'}),"frozenset({'mineral water', 'spaghetti'})",0.05052659645380616,0.05972536995067324,0.007465671243834155,0.14775725593667546,2.473944591029024,0.004447951578282207,1.103294380150758
"frozenset({'mineral water', 'chocolate'})",frozenset({'soup'}),0.05265964538061592,0.05052659645380616,0.005599253432875617,0.10632911392405063,2.1044186900905113,0.0029385407813286983,1.0624419104837013
"frozenset({'chocolate', 'soup'})",frozenset({'mineral water'}),0.010131982402346354,0.23836821757099053,0.005599253432875617,0.5526315789473685,2.3183945602260687,0.0031841108471676737,1.7024710430766097
frozenset({'mineral water'}),"frozenset({'chocolate', 'soup'})",0.23836821757099053,0.010131982402346354,0.005599253432875617,0.02348993288590604,2.3183945602260687,0.0031841108471676737,1.0136792757529236
frozenset({'soup'}),"frozenset({'mineral water', 'chocolate'})",0.05052659645380616,0.05265964538061592,0.005599253432875617,0.11081794195250659,2.1044186900905113,0.0029385407813286983,1.0654065115749156
"frozenset({'mineral water', 'ground beef'})",frozenset({'soup'}),0.040927876283162246,0.05052659645380616,0.005065991201173177,0.1237785016286645,2.449769236719294,0.002998044912502534,1.083599757950489
"frozenset({'mineral water', 'soup'})",frozenset({'ground beef'}),0.023063591521130515,0.09825356619117451,0.005065991201173177,0.21965317919075145,2.235574622944134,0.0027999110850455687,1.1555713559179763
"frozenset({'soup', 'ground beef'})",frozenset({'mineral water'}),0.009732035728569524,0.23836821757099053,0.005065991201173177,0.5205479452054794,2.1837976157641505,0.0027461831912168632,1.5885462890662199
frozenset({'mineral water'}),"frozenset({'soup', 'ground beef'})",0.23836821757099053,0.009732035728569524,0.005065991201173177,0.021252796420581657,2.183797615764151,0.0027461831912168632,1.0117709257813243
frozenset({'ground beef'}),"frozenset({'mineral water', 'soup'})",0.09825356619117451,0.023063591521130515,0.005065991201173177,0.051560379918588875,2.235574622944134,0.0027999110850455687,1.030045970027077
frozenset({'soup'}),"frozenset({'mineral water', 'ground beef'})",0.05052659645380616,0.040927876283162246,0.005065991201173177,0.10026385224274406,2.449769236719294,0.002998044912502534,1.0659481961544912
"frozenset({'mineral water', 'olive oil'})",frozenset({'soup'}),0.027596320490601255,0.05052659645380616,0.005199306759098787,0.18840579710144928,3.7288440212611373,0.0038049586100602755,1.16988687222656
"frozenset({'mineral water', 'soup'})",frozenset({'olive oil'}),0.023063591521130515,0.0658578856152513,0.005199306759098787,0.22543352601156072,3.4230301186492245,0.003680387386823294,1.2060192969295638
"frozenset({'olive oil', 'soup'})",frozenset({'mineral water'}),0.008932142381015865,0.23836821757099053,0.005199306759098787,0.582089552238806,2.44197635981168,0.003070167900645732,1.8224760508122728
frozenset({'mineral water'}),"frozenset({'olive oil', 'soup'})",0.23836821757099053,0.008932142381015865,0.005199306759098787,0.021812080536912755,2.44197635981168,0.003070167900645732,1.0131671408935068
frozenset({'olive oil'}),"frozenset({'mineral water', 'soup'})",0.0658578856152513,0.023063591521130515,0.005199306759098787,0.07894736842105264,3.423030118649225,0.003680387386823294,1.0606738149199155
frozenset({'soup'}),"frozenset({'mineral water', 'olive oil'})",0.05052659645380616,0.027596320490601255,0.005199306759098787,0.1029023746701847,3.7288440212611373,0.0038049586100602755,1.083944101570771
"frozenset({'mineral water', 'frozen vegetables'})",frozenset({'soup'}),0.03572856952406346,0.05052659645380616,0.005065991201173177,0.1417910447761194,2.8062655062418775,0.0032607481869590654,1.1063429223929562
"frozenset({'mineral water', 'soup'})",frozenset({'frozen vegetables'}),0.023063591521130515,0.09532062391681109,0.005065991201173177,0.21965317919075145,2.3043615344193378,0.0028675552676165417,1.1593298671288272
"frozenset({'frozen vegetables', 'soup'})",frozenset({'mineral water'}),0.007998933475536596,0.23836821757099053,0.005065991201173177,0.6333333333333333,2.6569537658463833,0.00315929968614059,2.077177588442753
frozenset({'mineral water'}),"frozenset({'frozen vegetables', 'soup'})",0.23836821757099053,0.007998933475536596,0.005065991201173177,0.021252796420581657,2.6569537658463833,0.00315929968614059,1.0135416611118517
frozenset({'frozen vegetables'}),"frozenset({'mineral water', 'soup'})",0.09532062391681109,0.023063591521130515,0.005065991201173177,0.05314685314685315,2.304361534419338,0.0028675552676165417,1.0317718346564133
frozenset({'soup'}),"frozenset({'mineral water', 'frozen vegetables'})",0.05052659645380616,0.03572856952406346,0.005065991201173177,0.10026385224274406,2.8062655062418775,0.0032607481869590654,1.0717268978017007
"frozenset({'mineral water', 'spaghetti'})",frozenset({'frozen vegetables'}),0.05972536995067324,0.09532062391681109,0.011998400213304892,0.20089285714285715,2.1075487012987013,0.006305340685944358,1.1321127387856667
frozenset({'frozen vegetables'}),"frozenset({'mineral water', 'spaghetti'})",0.09532062391681109,0.05972536995067324,0.011998400213304892,0.12587412587412586,2.1075487012987013,0.006305340685944358,1.0756741767764297
"frozenset({'chocolate', 'frozen vegetables'})",frozenset({'milk'}),0.022930275963204905,0.12958272230369283,0.007998933475536596,0.34883720930232565,2.6920040195234,0.005027565893049572,1.3367122478907576
"frozenset({'chocolate', 'milk'})",frozenset({'frozen vegetables'}),0.03212904946007199,0.09532062391681109,0.007998933475536596,0.2489626556016598,2.611844586948322,0.004936372435148452,1.2045730919118705
"frozenset({'frozen vegetables', 'milk'})",frozenset({'chocolate'}),0.023596853752832957,0.1638448206905746,0.007998933475536596,0.33898305084745767,2.068927473073051,0.004132711203541968,1.2649527071604127
frozenset({'chocolate'}),"frozenset({'frozen vegetables', 'milk'})",0.1638448206905746,0.023596853752832957,0.007998933475536596,0.04882017900732303,2.068927473073051,0.004132711203541968,1.0265179356182792
frozenset({'frozen vegetables'}),"frozenset({'chocolate', 'milk'})",0.09532062391681109,0.03212904946007199,0.007998933475536596,0.08391608391608392,2.6118445869483216,0.004936372435148452,1.0565308849405322
frozenset({'milk'}),"frozenset({'chocolate', 'frozen vegetables'})",0.12958272230369283,0.022930275963204905,0.007998933475536596,0.061728395061728406,2.6920040195234,0.005027565893049572,1.0413506269339527
"frozenset({'chocolate', 'spaghetti'})",frozenset({'frozen vegetables'}),0.03919477403012932,0.09532062391681109,0.007865617917610986,0.20068027210884354,2.1053184910327767,0.004129547602780635,1.1318116449721598
frozenset({'frozen vegetables'}),"frozenset({'chocolate', 'spaghetti'})",0.09532062391681109,0.03919477403012932,0.007865617917610986,0.08251748251748252,2.1053184910327767,0.004129547602780635,1.0472191106226487
"frozenset({'mineral water', 'frozen vegetables'})",frozenset({'milk'}),0.03572856952406346,0.12958272230369283,0.011065191307825623,0.3097014925373134,2.3899906332534853,0.006435386004880725,1.2609288130951908
"frozenset({'mineral water', 'milk'})",frozenset({'frozen vegetables'}),0.04799360085321957,0.09532062391681109,0.011065191307825623,0.23055555555555557,2.418737373737374,0.0064904113304823366,1.175756589855408
frozenset({'frozen vegetables'}),"frozenset({'mineral water', 'milk'})",0.09532062391681109,0.04799360085321957,0.011065191307825623,0.11608391608391608,2.4187373737373736,0.0064904113304823366,1.0770325559967533
frozenset({'milk'}),"frozenset({'mineral water', 'frozen vegetables'})",0.12958272230369283,0.03572856952406346,0.011065191307825623,0.08539094650205761,2.3899906332534853,0.006435386004880725,1.0542990218477055
"frozenset({'frozen vegetables', 'milk'})",frozenset({'spaghetti'}),0.023596853752832957,0.17411011865084655,0.008265564591387815,0.3502824858757062,2.011844507315216,0.004157113584695395,1.2711522521634795
"frozenset({'spaghetti', 'milk'})",frozenset({'frozen vegetables'}),0.03546193840821224,0.09532062391681109,0.008265564591387815,0.23308270676691728,2.4452494873547503,0.004885310497017497,1.1796309511672953
"frozenset({'frozen vegetables', 'spaghetti'})",frozenset({'milk'}),0.027862951606452472,0.12958272230369283,0.008265564591387815,0.2966507177033493,2.2892767834288303,0.0046550074708076525,1.2375320478811442
